_id,Incident Type,Date & Time Occurred Start,Date & Time Occurred End,Criminal Offense,Date & Time Reported,Location,Common Name,Disposition
2014-00001965,Drunkeness,"November 08, 2014 at 4:55:00 PM","November 08, 2014 at 5:15:00 PM",Illegal Consumption by Minor,"November 08, 2014 at 4:57:07 PM",2324 CAMPUS DR,Ayers,Referred
2014-00001966,"Accident, personal injury","November 08, 2014 at 5:06:00 PM","November 08, 2014 at 5:20:00 PM",,"November 08, 2014 at 5:08:05 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001967,Lost & found prop,"November 08, 2014 at 5:00:00 PM","November 08, 2014 at 5:55:00 PM",,"November 08, 2014 at 5:27:23 PM",1500 CENTRAL ST,,Closed
2014-00001968,Missing person,"November 08, 2014 at 4:48:00 PM","November 08, 2014 at 6:11:00 PM",,"November 08, 2014 at 6:01:02 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001969,Public Service,"November 09, 2014 at 12:12:00 AM","November 09, 2014 at 2:12:00 AM",,"November 09, 2014 at 2:13:07 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001970,Drunkeness,"November 09, 2014 at 3:58:00 AM","November 09, 2014 at 4:10:00 AM",,"November 09, 2014 at 4:02:21 AM",SHERIDAN RD AND CHICAGO AVE,,Closed
2014-00001971,Public Service,"November 09, 2014 at 5:22:00 AM","November 09, 2014 at 5:40:00 AM",,"November 09, 2014 at 5:23:32 AM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001972,Public Service,"November 09, 2014 at 8:15:00 PM","November 09, 2014 at 8:40:00 PM",,"November 09, 2014 at 8:37:25 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001973,Larceny - theft,"November 05, 2014 at 8:00:00 PM","November 06, 2014 at 3:00:00 PM",Theft Over $500,"November 09, 2014 at 9:54:35 PM",584 LINCOLN ST,NU Residence II,Open
2014-00001974,Service to Other Agency,"November 10, 2014 at 1:04:00 PM","November 10, 2014 at 1:15:00 PM",,"November 10, 2014 at 1:13:22 PM",NA,,Closed
2014-00001975,Theft,"June 15, 2014 at 12:00:00 PM","September 10, 2014 at 12:00:00 PM",Theft $500 and Under,"November 10, 2014 at 1:13:41 PM",2309 SHERIDAN RD,Lindgren House,Closed
2014-00001976,Theft,"October 31, 2014 at 6:00:00 PM","November 03, 2014 at 10:00:00 AM",Theft Over $500,"November 10, 2014 at 2:43:53 PM",2145 SHERIDAN RD,Technological Institute,Open
2014-00001979,Service to Other Agency,"November 11, 2014 at 5:30:00 AM","November 11, 2014 at 5:44:00 AM",,"November 11, 2014 at 5:34:37 AM",1710 ORRINGTON AVE,,Closed
2014-00001981,Burglary,"November 06, 2014 at 5:00:00 PM","November 10, 2014 at 12:00:00 PM",Burglary,"November 11, 2014 at 10:19:32 AM",2701 ASHLAND AVE,Anderson Hall,Closed
2014-00001982,Service to Other Agency,"November 11, 2014 at 10:54:00 AM","November 11, 2014 at 12:15:00 PM",,"November 11, 2014 at 11:22:41 AM",NA,,Closed
2014-00001986,Public Service,"November 11, 2014 at 4:47:00 PM","November 11, 2014 at 5:22:00 PM",,"November 11, 2014 at 5:27:54 PM",633 EMERSON ST,Student Health,Closed
2014-00001987,Theft,"October 18, 2014 at 9:00:00 AM","October 18, 2014 at 9:00:00 PM",Theft $500 and Under,"November 11, 2014 at 7:48:26 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001988,Public Service,"November 11, 2014 at 9:11:00 PM","November 11, 2014 at 9:28:00 PM",,"November 11, 2014 at 9:29:21 PM",1897 SHERIDAN RD,University Hall,Closed
2014-00001989,Cannabis,"November 11, 2014 at 10:00:00 PM","November 11, 2014 at 10:40:00 PM","Possession of Drug Paraphernalia
Possession of Cannabis Prohibited","November 11, 2014 at 10:06:46 PM",2305 SHERIDAN RD,Bobb Hall,Referred
2014-00001990,Drunkeness,"November 13, 2014 at 1:03:00 AM","November 13, 2014 at 1:15:00 AM",Illegal Consumption by Minor,"November 13, 2014 at 1:05:05 AM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00001991,Fire Call,"November 13, 2014 at 8:59:00 AM","November 13, 2014 at 8:59:00 AM",,"November 13, 2014 at 9:09:28 AM",1880 CAMPUS DR,Kresge Hall,Closed
2014-00001992,Public Service,"November 12, 2014 at 9:36:00 AM","November 12, 2014 at 9:45:00 AM",,"November 13, 2014 at 9:42:39 AM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00001993,Theft,"November 09, 2014 at 2:00:00 AM","November 10, 2014 at 2:00:00 PM",Theft $500 and Under,"November 14, 2014 at 5:13:05 PM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00001994,Public Contact,"November 13, 2014 at 12:00:00 PM","November 14, 2014 at 6:00:00 PM",,"November 14, 2014 at 6:14:06 PM",1201 DAVIS ST,,Closed
2014-00001995,Security Building,"November 15, 2014 at 5:07:00 AM","November 15, 2014 at 5:19:00 AM",,"November 15, 2014 at 5:09:18 AM",2020 RIDGE AVE,Development,Closed
2014-00001998,Service to Other Agency,"November 15, 2014 at 11:43:00 AM","November 15, 2014 at 12:00:00 PM",,"November 15, 2014 at 12:50:39 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00002000,Service to Other Agency,"November 15, 2014 at 7:35:00 PM","November 15, 2014 at 8:06:00 PM",,"November 15, 2014 at 7:53:24 PM",2131 RIDGE AVE,,Closed
2014-00002001,Drunkeness,"November 16, 2014 at 2:35:00 AM","November 16, 2014 at 2:58:00 AM",Illegal Consumption by Minor,"November 16, 2014 at 2:57:20 AM",584 LINCOLN ST,NU Residence II,Referred
2014-00002004,Public Contact,"November 17, 2014 at 1:22:00 PM","November 17, 2014 at 1:45:00 PM",,"November 17, 2014 at 1:56:43 PM",1800 SHERMAN AVE,,Closed
2014-00002005,Public Service,"November 17, 2014 at 1:58:00 PM","November 17, 2014 at 2:15:00 PM",,"November 17, 2014 at 2:09:40 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00002006,Public Service,"November 17, 2014 at 2:40:00 PM","November 17, 2014 at 2:40:00 PM",,"November 17, 2014 at 2:47:42 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00002009,Public Service,"November 18, 2014 at 12:42:00 AM","November 18, 2014 at 1:09:00 AM",,"November 18, 2014 at 1:09:23 AM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00002010,Theft,"November 12, 2014 at 6:30:00 PM","November 14, 2014 at 12:00:00 PM",Theft $500 and Under,"November 18, 2014 at 4:42:48 PM",2029 SHERIDAN RD,Swift Hall,Closed
2014-00002012,Drunkeness,"November 19, 2014 at 12:04:00 AM","November 19, 2014 at 12:18:00 AM",Illegal Consumption by Minor,"November 19, 2014 at 12:04:16 AM",626 UNIVERSITY PL,Shepard Hall,Referred
2014-00002015,Larceny - theft,"November 13, 2014 at 12:35:00 PM","November 17, 2014 at 8:00:00 AM",Burglary,"November 19, 2014 at 2:29:27 PM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00002016,Larceny - theft,"November 18, 2014 at 7:30:00 PM","November 19, 2014 at 8:00:00 AM",Theft $500 and Under,"November 19, 2014 at 3:08:21 PM",1900 SHERIDAN RD,,Closed
2014-00002017,Theft,"November 19, 2014 at 12:30:00 PM","November 19, 2014 at 3:00:00 PM",Theft Over $500,"November 19, 2014 at 5:23:10 PM",1970 CAMPUS DR,University Library,Open
2014-00002020,Larceny - theft,"November 19, 2014 at 6:45:00 PM","November 20, 2014 at 12:40:00 AM",Theft of Lost Property,"November 20, 2014 at 1:44:39 AM",2311 CAMPUS DR,Sports & Aquatics Center,Open
2014-00002021,Security Building,"November 20, 2014 at 2:13:00 AM","November 20, 2014 at 2:22:00 AM",,"November 20, 2014 at 2:22:07 AM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00002024,Larceny - theft,"November 20, 2014 at 12:00:00 AM","November 20, 2014 at 2:00:00 AM",Theft Over $500,"November 20, 2014 at 2:40:47 PM",2335 SHERIDAN RD,Sigma Nu,Open
2014-00002025,Damage property,"November 20, 2014 at 12:00:00 AM","November 20, 2014 at 3:10:00 PM","Criminal Trespass to land
Criminal Damage to Property","November 20, 2014 at 3:10:07 PM",640 LINCOLN ST,,Closed
2014-00002026,Public Service,"November 20, 2014 at 3:28:00 PM","November 20, 2014 at 3:40:00 PM",,"November 20, 2014 at 3:28:59 PM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00002027,Service to Other Agency,"November 20, 2014 at 11:20:00 PM","November 20, 2014 at 11:20:00 PM",,"November 20, 2014 at 11:43:50 PM",2650 RIDGE AVE,,Closed
2014-00002028,Public Service,"November 21, 2014 at 8:10:00 AM","November 21, 2014 at 8:10:00 AM",,"November 21, 2014 at 8:24:55 AM",1970 CAMPUS DR,University Library,Closed
2014-00002030,Property found,"November 21, 2014 at 11:15:00 AM","November 21, 2014 at 11:15:00 AM",,"November 21, 2014 at 11:51:43 AM",633 EMERSON ST,Student Health,Closed
2014-00002031,Theft,"November 18, 2014 at 4:00:00 PM","November 21, 2014 at 12:00:00 PM",Theft $500 and Under,"November 21, 2014 at 8:45:20 PM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00002032,Drunkeness,"November 21, 2014 at 10:27:00 PM","November 21, 2014 at 10:38:00 PM",Illegal Consumption by Minor,"November 21, 2014 at 11:15:43 PM",637 UNIVERSITY PL,Alpha Chi Omega,Referred
2014-00002038,Service to Other Agency,"November 21, 2014 at 4:00:00 PM","November 22, 2014 at 1:00:00 PM",,"November 22, 2014 at 1:46:33 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00002039,General non-criminal,"November 22, 2014 at 3:31:00 PM","November 22, 2014 at 3:45:00 PM",,"November 22, 2014 at 3:45:53 PM",2349 SHERIDAN RD,Beta Theta Pi,Closed
2014-00002040,Public Service,"November 22, 2014 at 5:00:00 PM","November 22, 2014 at 5:15:00 PM","

","November 22, 2014 at 5:10:43 PM",2707 ASHLAND AVE,Coon Hall,Closed
2014-00002041,Security Building,"November 22, 2014 at 6:48:00 PM","November 22, 2014 at 7:08:00 PM",,"November 22, 2014 at 6:48:26 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00002042,Lost & found prop,"November 22, 2014 at 7:00:00 PM","November 22, 2014 at 7:30:00 PM",,"November 22, 2014 at 8:10:51 PM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00002043,Public Service,"November 23, 2014 at 12:44:00 AM","November 23, 2014 at 12:50:00 AM",,"November 23, 2014 at 12:44:05 AM",1838 CHICAGO AVE,PARC Hall,Closed
2014-00002044,Security Building,"November 23, 2014 at 10:32:00 AM","November 23, 2014 at 10:32:00 AM",,"November 23, 2014 at 10:43:49 AM",1800 SHERIDAN RD,John Evans Center,Closed
2014-00002045,Public Service,"November 23, 2014 at 3:28:00 PM","November 23, 2014 at 3:45:00 PM",,"November 23, 2014 at 3:42:23 PM",20 ARTS CIRCLE DR,Louis Theater,Closed
2014-00002046,"Accident, bicycle","November 23, 2014 at 3:58:00 PM","November 23, 2014 at 4:30:00 PM",,"November 23, 2014 at 4:17:22 PM",2033 SHERIDAN RD,Lunt Hall,Closed
2014-00002047,Service to Other Agency,"November 23, 2014 at 6:38:00 PM","November 23, 2014 at 6:55:00 PM",,"November 23, 2014 at 6:48:29 PM",1811 SHERIDAN RD,,Closed
2014-00002048,Property Lost,"November 21, 2014 at 12:00:00 PM","November 21, 2014 at 10:00:00 PM",,"November 23, 2014 at 7:42:17 PM",1835 HINMAN AVE,Hinman Dorm,Closed
2014-00002050,Service to Other Agency,"November 24, 2014 at 12:27:00 AM","November 24, 2014 at 1:45:00 AM",Hit and Run,"November 24, 2014 at 1:07:54 AM",SHERMAN AVE AND EMERSON ST,,Closed
2014-00002052,Property Lost,"November 23, 2014 at 4:00:00 PM","November 23, 2014 at 6:30:00 PM","
","November 24, 2014 at 10:46:36 AM",700 UNIVERSITY PL,Lutkin Hall,Open
2014-00002053,Public Service,"November 24, 2014 at 2:17:00 PM","November 24, 2014 at 2:35:00 PM",,"November 24, 2014 at 2:25:02 PM",1970 CAMPUS DR,University Library,Closed
2014-00002054,Property Lost,"November 24, 2014 at 5:30:00 PM","November 24, 2014 at 6:30:00 PM",,"November 24, 2014 at 7:25:05 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00002055,Public Service,"November 24, 2014 at 9:08:00 PM","November 24, 2014 at 9:23:00 PM",,"November 24, 2014 at 9:21:48 PM",600 EMERSON ST,Cahn Auditorium,Closed
2014-00002057,Battery,"November 25, 2014 at 3:54:00 AM","November 25, 2014 at 4:10:00 AM",Battery,"November 25, 2014 at 4:11:19 AM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00002058,Burglary,"October 10, 2014 at 6:00:00 PM","November 25, 2014 at 4:28:00 PM",Burglary,"November 25, 2014 at 4:28:45 PM",2122 SHERIDAN RD,Seabury-Western,Closed
2014-00002062,Public Service,"November 26, 2014 at 9:04:00 AM","November 26, 2014 at 12:45:00 PM",,"November 26, 2014 at 9:55:34 AM",SHERIDAN RD AND CHICAGO AVE,,Closed
2014-00002064,Service to Other Agency,"November 26, 2014 at 2:20:00 PM","November 26, 2014 at 2:35:00 PM",,"November 26, 2014 at 2:28:55 PM",2700 ASHLAND AVE,West Lot Ryan,Closed
2014-00002065,Forgery/counterfeiting,"November 19, 2014 at 9:00:00 AM","November 26, 2014 at 2:00:00 PM",Forgery,"November 26, 2014 at 2:29:06 PM",619 CLARK ST,Bursar's Office/Business Office,Open
2014-00002067,Suspicious Circumstances,"November 27, 2014 at 3:01:00 AM","November 27, 2014 at 3:30:00 AM",,"November 27, 2014 at 3:22:24 AM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00002068,Fire Call,"November 27, 2014 at 4:50:00 PM","November 27, 2014 at 5:20:00 PM",,"November 27, 2014 at 5:36:48 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00002072,Public Contact,"November 29, 2014 at 11:29:00 AM","November 29, 2014 at 11:37:00 AM",Alcoholic Beverages(Consumption/Possession In Public),"November 29, 2014 at 11:34:47 AM",1501 CENTRAL ST,Ryan Field,Closed
2014-00002074,Public Contact,"November 29, 2014 at 11:45:00 AM","November 29, 2014 at 12:04:00 PM","Illegal Consumption by Minor
Alcoholic Beverages(Consumption/Possession In Public)","November 29, 2014 at 11:53:19 AM",1501 CENTRAL ST,Ryan Field,Closed
2014-00002075,"Accident, personal injury","November 29, 2014 at 12:21:00 PM","November 29, 2014 at 12:30:00 PM",,"November 29, 2014 at 12:26:33 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00002076,Battery,"November 29, 2014 at 5:30:00 PM","November 29, 2014 at 5:40:00 PM",Battery,"November 29, 2014 at 6:29:11 PM",2311 CAMPUS DR,Sports & Aquatics Center,Open
2014-00002078,Public Service,"November 30, 2014 at 9:55:00 PM","November 30, 2014 at 10:06:00 PM",,"November 30, 2014 at 9:56:06 PM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00002079,Service to Other Agency,"November 30, 2014 at 7:30:00 PM","December 01, 2014 at 2:30:00 AM",Theft $500 and Under,"December 01, 2014 at 1:29:49 PM",1630 CHICAGO AVE,,Referred to Evanston PD
2014-00002080,"Accident, traffic","December 01, 2014 at 7:49:00 PM","December 01, 2014 at 7:51:00 PM",,"December 01, 2014 at 8:08:14 PM",2245 SHERIDAN RD,Sargent Hall,Closed
2014-00002081,Public Service,"December 01, 2014 at 1:47:00 AM","December 01, 2014 at 2:11:00 AM",,"December 02, 2014 at 1:47:32 AM",2332 CAMPUS DR,Slivka Hall,Closed
2014-00002085,Theft,"February 16, 2014 at 12:01:00 AM","February 21, 2014 at 11:59:00 PM",Theft $500 and Under,"December 03, 2014 at 10:48:00 AM",NA,,Closed
2014-00002087,Public Service,"December 03, 2014 at 3:30:00 PM","December 03, 2014 at 4:28:00 PM",,"December 03, 2014 at 3:30:03 PM",601 UNIVERSITY PL,Scott Hall,Closed
2014-00002088,Drunkeness,"December 04, 2014 at 1:55:00 AM","December 04, 2014 at 2:10:00 AM","Fraudulent ID
Illegal Consumption by Minor","December 04, 2014 at 1:58:19 AM",2400 SHERIDAN RD,Elder Hall,Referred
2014-00002090,Hit and Run,"December 03, 2014 at 9:00:00 PM","December 03, 2014 at 9:05:00 PM",Hit and Run,"December 04, 2014 at 11:46:35 AM",NA,,Open
2014-00002091,Public Service,"December 04, 2014 at 10:51:00 AM","December 04, 2014 at 10:51:00 AM",,"December 04, 2014 at 11:47:19 AM",633 EMERSON ST,Student Health,Closed
2014-00002092,Harassment,"September 24, 2014 at 12:00:00 PM","December 04, 2014 at 12:49:00 PM",Harrassment through electronic communications,"December 04, 2014 at 1:11:09 PM",2400 SHERIDAN RD,Elder Hall,Open
2014-00002094,Property Lost,"December 01, 2014 at 2:30:00 AM","December 04, 2014 at 8:00:00 PM",,"December 04, 2014 at 11:39:04 PM",2420 CAMPUS DR,Kemper Hall,Closed
2014-00002095,Fraudulent activities,"October 15, 2014 at 8:00:00 AM","October 17, 2014 at 8:00:00 AM",Credit Card Fraud,"December 05, 2014 at 11:19:34 AM",1835 HINMAN AVE,Hinman Dorm,Closed
2014-00002096,Theft,"November 14, 2014 at 6:00:00 PM","November 18, 2014 at 10:15:00 AM",Theft Over $500,"December 05, 2014 at 3:41:31 PM",2400 SHERIDAN RD,Elder Hall,Open
2014-00002097,Theft,"October 31, 2014 at 12:00:00 PM","November 05, 2014 at 4:00:00 PM",Theft $500 and Under,"December 05, 2014 at 5:04:55 PM",2400 SHERIDAN RD,Elder Hall,Open
2014-00002098,Property Lost,"December 05, 2014 at 5:11:00 PM","December 05, 2014 at 5:28:00 PM",,"December 05, 2014 at 5:27:46 PM",1970 CAMPUS DR,University Library,Closed
2014-00002100,Service to Other Agency,"December 05, 2014 at 5:24:00 PM","December 05, 2014 at 5:58:00 PM",,"December 05, 2014 at 5:51:56 PM",531 GROVE ST,,Closed
2014-00002101,"Accident, personal injury","December 05, 2014 at 7:55:00 PM","December 05, 2014 at 8:00:00 PM",,"December 05, 2014 at 8:04:14 PM",2301 CAMPUS DR,Lakefill,Closed
2014-00002102,Cannabis,"December 05, 2014 at 8:27:00 PM","December 05, 2014 at 9:10:00 PM",,"December 05, 2014 at 8:27:31 PM",1856 ORRINGTON AVE,NU Residence IV,Referred
2014-00002103,Security Building,"December 05, 2014 at 11:30:00 PM","December 05, 2014 at 11:45:00 PM",,"December 05, 2014 at 11:44:32 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00002104,Drunkeness,"December 06, 2014 at 1:51:00 AM","December 06, 2014 at 2:15:00 AM",Illegal Consumption by Minor,"December 06, 2014 at 2:04:28 AM",1927 ORRINGTON AVE,Foster/Walker,Referred
2014-00002105,Drunkeness,"December 06, 2014 at 2:10:00 AM","December 06, 2014 at 2:30:00 AM",Illegal Consumption by Minor,"December 06, 2014 at 3:23:47 AM",626 UNIVERSITY PL,Shepard Hall,Referred
2014-00002106,Fire Call,"December 06, 2014 at 4:26:00 AM","December 06, 2014 at 4:44:00 AM",,"December 06, 2014 at 4:52:56 AM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00002107,Service to Other Agency,"December 06, 2014 at 7:00:00 PM","December 06, 2014 at 7:10:00 PM",,"December 07, 2014 at 12:44:39 AM",1901 SHERMAN AVE,,Closed
2014-00002113,Burglary,"December 08, 2014 at 4:00:00 PM","December 09, 2014 at 11:00:00 AM",Burglary,"December 09, 2014 at 12:37:40 PM",2240 CAMPUS DR,Searle C/D,Open
2014-00002114,Burglary,"December 05, 2014 at 5:00:00 PM","December 05, 2014 at 9:00:00 PM",Residential Burglary,"December 09, 2014 at 4:02:00 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00002115,Public Service,"December 09, 2014 at 6:06:00 PM","December 09, 2014 at 7:20:00 PM",,"December 09, 2014 at 7:18:12 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00002117,Missing person,"December 10, 2014 at 12:21:00 PM","December 10, 2014 at 1:28:00 PM",,"December 10, 2014 at 2:39:07 PM",NA,,Open
2014-00002118,Property Lost,"December 06, 2014 at 7:00:00 PM","December 07, 2014 at 2:00:00 AM",,"December 10, 2014 at 3:40:31 PM",640 LINCOLN ST,,Closed
2014-00002120,Service to Other Agency,"December 11, 2014 at 1:10:00 PM","December 11, 2014 at 1:30:00 PM",,"December 11, 2014 at 1:34:01 PM",817 NOYES ST,,Closed
2014-00002121,Public Service,"December 11, 2014 at 2:19:00 PM","December 11, 2014 at 2:19:00 PM",,"December 11, 2014 at 2:23:58 PM",633 EMERSON ST,Student Health,Closed
2014-00002122,Public Service,"December 11, 2014 at 9:07:00 PM","December 11, 2014 at 9:17:00 PM",,"December 11, 2014 at 9:15:09 PM",1937 SHERIDAN RD,Deering Library,Closed
2014-00002125,Suspicious Circumstances,"December 10, 2014 at 12:00:00 PM","December 10, 2014 at 12:00:00 PM",,"December 12, 2014 at 11:02:21 AM",2305 SHERIDAN RD,Bobb Hall,Open
2014-00002126,Lost & found prop,"December 09, 2014 at 11:00:00 AM","December 09, 2014 at 5:00:00 PM",,"December 12, 2014 at 11:25:08 AM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00002128,Public Service,"December 12, 2014 at 12:42:00 PM","December 12, 2014 at 12:42:00 PM",,"December 12, 2014 at 2:11:25 PM",NA,,Closed
2014-00002129,Lost & found prop,"December 12, 2014 at 1:15:00 PM","December 12, 2014 at 1:20:00 PM",,"December 12, 2014 at 2:13:13 PM",2190 CAMPUS DR,Ryan Hall,Closed
2014-00002130,Theft,"December 11, 2014 at 2:00:00 PM","December 12, 2014 at 3:00:00 AM",Theft $500 and Under,"December 12, 2014 at 2:47:18 PM",2400 SHERIDAN RD,Elder Hall,Open
2014-00002132,Service to Other Agency,"December 03, 2014 at 11:30:00 PM","December 04, 2014 at 11:30:00 PM",Theft $500 and Under,"December 12, 2014 at 4:10:59 PM",2021 RIDGE AVE,,Closed
2014-00002133,Theft,"December 06, 2014 at 11:00:00 PM","December 12, 2014 at 5:40:00 PM",Theft $500 and Under,"December 12, 2014 at 6:11:12 PM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00002134,Theft,"December 12, 2014 at 5:30:00 PM","December 12, 2014 at 7:30:00 PM",Theft Over $500,"December 12, 2014 at 6:47:04 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00002135,Drunkeness,"December 13, 2014 at 1:15:00 AM","December 13, 2014 at 1:38:00 AM",Illegal Consumption by Minor,"December 13, 2014 at 1:16:21 AM",2400 SHERIDAN RD,Elder Hall,Referred
2014-00002140,Fire Call,"December 13, 2014 at 8:11:00 PM","December 13, 2014 at 8:50:00 PM",,"December 13, 2014 at 8:14:03 PM",615 GARRETT PL,,Closed
2014-00002141,Drunkeness,"December 13, 2014 at 10:50:00 PM","December 13, 2014 at 11:00:00 PM",,"December 13, 2014 at 10:52:46 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00002142,Service to Other Agency,"December 14, 2014 at 3:43:00 PM","December 14, 2014 at 4:00:00 PM",,"December 14, 2014 at 4:05:52 PM",1870 ORRINGTON AVE,Chi Omega,Closed
2014-00002145,Suspicious Circumstances,"December 15, 2014 at 1:00:00 PM","December 15, 2014 at 1:30:00 PM",,"December 15, 2014 at 4:44:18 PM",1908 SHERIDAN RD,Educational,Open
2014-00002147,Public Contact,"December 15, 2014 at 11:50:00 PM","December 15, 2014 at 11:58:00 PM",,"December 15, 2014 at 11:58:42 PM",1201 DAVIS ST,,Closed
2014-00002148,Theft,"December 06, 2014 at 12:00:00 PM","December 16, 2014 at 12:00:00 PM",Theft $500 and Under,"December 16, 2014 at 3:25:16 PM",2240 CAMPUS DR,Searle C/D,Closed
2014-00002149,Theft,"December 15, 2014 at 5:00:00 PM","December 16, 2014 at 9:00:00 AM",Theft $500 and Under,"December 16, 2014 at 3:56:33 PM",2240 CAMPUS DR,Searle C/D,Closed
2014-00002150,Public Service,"December 16, 2014 at 5:30:00 PM","December 16, 2014 at 6:15:00 PM",,"December 16, 2014 at 7:39:29 PM",1800 HINMAN AVE,,Closed
2014-00002151,Theft,"December 09, 2014 at 3:30:00 AM","December 09, 2014 at 6:00:00 AM",Theft $500 and Under,"December 16, 2014 at 11:33:00 PM",1881 SHERIDAN RD,Harris Hall,Closed
2014-00002152,Theft,"December 15, 2014 at 11:00:00 PM","December 16, 2014 at 7:00:00 AM",Theft $500 and Under,"December 16, 2014 at 11:52:17 PM",1881 SHERIDAN RD,Harris Hall,Closed
2014-00002154,Harassment,"December 01, 2014 at 9:00:00 AM","December 17, 2014 at 9:00:00 AM",Harrassment through electronic communications,"December 17, 2014 at 12:10:39 PM",2133 SHERIDAN RD,Ford Engineering,Open
2014-00002155,Service to Other Agency,"December 18, 2014 at 1:14:00 AM","December 18, 2014 at 1:28:00 AM",Instate Warrant,"December 18, 2014 at 1:14:20 AM",NA,,Closed
2014-00002156,Suspicious Circumstances,"December 17, 2014 at 11:40:00 PM","December 18, 2014 at 12:50:00 AM",,"December 18, 2014 at 2:09:33 AM",629 GARRETT PL,,Closed
2014-00002157,Public Contact,"December 18, 2014 at 10:30:00 AM","December 18, 2014 at 10:50:00 AM",,"December 18, 2014 at 11:56:29 AM",1800 SHERMAN AVE,,Closed
2014-00002158,General non-criminal,"December 18, 2014 at 1:45:00 PM","December 18, 2014 at 2:00:00 PM",,"December 18, 2014 at 2:04:28 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00002159,Service to Other Agency,"December 19, 2014 at 11:40:00 AM","December 19, 2014 at 11:45:00 AM",,"December 19, 2014 at 11:51:19 AM",1501 CENTRAL ST,Ryan Field,Closed
2014-00002160,Public Contact,"December 19, 2014 at 1:48:00 PM","December 19, 2014 at 2:55:00 PM",,"December 19, 2014 at 2:12:24 PM",1801 MAPLE AVE,ITECH,Closed
2014-00002165,Traffic offenses,"December 21, 2014 at 6:02:00 PM","December 21, 2014 at 6:50:00 PM","Driver's License Not on Person-Failure to Display
Improper Lane Usage-Laned Roadways","December 21, 2014 at 6:50:32 PM",1633 ORRINGTON AVE,,Closed
2014-00002166,Security Building,"December 22, 2014 at 12:18:00 AM","December 22, 2014 at 12:18:00 AM",,"December 22, 2014 at 12:30:39 AM",2205 TECH DR,Hogan Hall,Closed
2014-00002167,Public Service,"December 22, 2013 at 3:07:00 PM","December 22, 2013 at 3:20:00 PM",,"December 22, 2014 at 3:17:17 PM",2705 ASHLAND AVE,McGaw Hall,Closed
2014-00002169,Service to Other Agency,"December 22, 2014 at 3:19:00 PM","December 22, 2014 at 3:19:00 PM",Robbery,"December 22, 2014 at 4:16:52 PM",1454 ELMWOOD AVE,,Closed
2014-00002173,Obscenity,"December 23, 2014 at 7:43:00 AM","December 23, 2014 at 7:55:00 AM",Public Indecency,"December 23, 2014 at 8:01:29 AM",1800 SHERMAN AVE,,Closed
2014-00002174,Fire Call,"December 23, 2014 at 2:13:00 PM","December 23, 2014 at 2:45:00 PM",,"December 23, 2014 at 2:23:35 PM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00002177,Service to Other Agency,"December 23, 2014 at 9:25:00 PM","December 23, 2014 at 9:35:00 PM",,"December 23, 2014 at 9:25:20 PM",NA,,Closed
2014-00002178,Public Service,"December 24, 2014 at 5:57:00 PM","December 24, 2014 at 6:13:00 PM",,"December 24, 2014 at 5:57:23 PM",600 EMERSON ST,Cahn Auditorium,Closed
2014-00002179,Public Service,"December 25, 2014 at 9:07:00 AM","December 25, 2014 at 9:40:00 AM",,"December 25, 2014 at 9:41:31 AM",2001 SHERIDAN RD,Jacobs Center,Closed
